Class Index,Title,Description
3,SBC opens up Wi-Fi roaming,SBC Communications said Monday that it is now offering its Wi-Fi service for a special rate to its DSL subscribers. The company said subscribers of the SBC Yahoo broadband service can access the FreedomLink 
4,Gamers Eye Open Virtual Worlds,Fans of open-source programming and multiplayer gaming explore ways to bring the concept of the metaverse -- an infinitely expandable virtual world -- closer to fruition. By Daniel Terdiman.
3,Hilfiger fashions style pact,"Tommy Hilfiger, chairman and chief designer of the US fashion company, yesterday bought up clothing brands belonging to the stylist Karl Lagerfeld for an undisclosed sum."
1,Mitsubishi Injects Cash Into UFJ (AP),"AP - Japanese banking giant Mitsubishi Tokyo Financial Group Inc. pumped the equivalent of  #36;6.4 billion into UFJ Holdings Inc., Japan's fourth biggest bank, Friday in a move designed to discourage a rival takeover."
4,News: New Bagle worm drops in and downloads,"A new Bagle dropper and downloader, Bagle-AQ, was bulk mailed to numerous internet users yesterday."
2,Sindelar keeps Canadian Open lead,"Oakville, Canada - Joey Sindelar #39;s five-under par 66 kept the American atop the leaderboard here Friday after the conclusion of the opening round of the rain-plagued PGA Canadian Open."
4,UNH Center to Study Stormwater Treatment (AP),"AP - A new research center at the University of New Hampshire hopes to help reduce a huge threat to water quality nationwide: stormwater carrying pollutants into streams, wetlands and coastal harbors."
4,Nokia to put holograms on batteries,"AP - Nokia, the world #39;s largest handset maker plans to mark its original batteries with a hologram as part of the fight against unsafe, counterfeit mobile phone batteries - some of which have exploded in users #39; hands."
3,"Talks Resume Between Airline, Pilots","The Air Line Pilots Association says the pilots #39; negotiating committee met with management Sunday, a week after talks broke down."
3,AT amp;T Wireless Sells Dedicated Messaging Device,"AT amp;T Wireless Services Inc. (AWE.N: Quote, Profile, Research) launches a mobile e-mail and messaging device without voice service on Monday, aiming to use a low price to tempt young consumers."
2,Notes: Garner not looking ahead,"You have to hand it to the Houston Astros -- the starting rotation they #39;ve used in the first round of the playoffs has been not only effective, but interesting, too."
3,Icahn: Scoffs At Mylan-King Pharma Merger In SEC Proxy,Not buying it. Megafinancier Carl Icahn has made it clear: He #39;s still opposed to Mylan Laboratories #39; (nyse: MYL - news - people ) proposed acquisition of King Pharmaceuticals (nyse: KG - news - people ). Despite 
4,United Online Cuts Full-Year Subscriber Goals (Reuters),"Reuters - United Online Inc. , a\low-cost Internet service provider, on Monday reported\disappointing growth in quarterly revenue and subscribers, and\cut its full-year subscriber target for the second time in\three months, sending shares as much as 7 percent lower."
2,Yorke eyes transfer over lack of support #39;,"Dwight Yorke, the Birmingham City striker at the centre of a police investigation into alleged racism at Blackburn Rovers on Sunday, is upset by the lack of support he "
2,Busch wants win by more than 25 points,Surprise. Underdog. Cinderella story. The media is calling Kurt Busch a lot of things these days but the title he #39;d prefer is  #39;Champ.
4,Canon launches 8.2megapixel SLR digital camera,"Canon has unveiled its latest digital single-lens reflex (SLR) camera, the semi-professional EOS 20D, claiming that it gives better picture quality than traditional film-based cameras."
2,News Ltd considers SANZAR deal,"The deal will now include a Super 14 with two new teams from Australia and South Africa, as well as an extra round of the Tri-Nations."
4,"MS Fights SourceForge, Loses, and Gives Gift",GotDotNet? Depends on who you talk to. Microsoft #39;s answer to SourceForge has been as trouble-free as a baby. Who #39;s been dropped.
4,"She Loves You; well, Virtually","Hong Kong-based phone technology firm, Artificial Life, has announced the upcoming release of its new 3G game Virtual Girlfriend. Virtual Girlfriend is a mobile phone game that is based on intelligent animated "
3,Snow to Remain as U.S. Treasury Secretary," WASHINGTON (Reuters) - President Bush asked Treasury  Secretary John Snow to stay in his job on Wednesday and Snow  agreed to do so, ending a frenzy of speculation that the  65-year-old former railroad executive was about to be replaced."
2,Portis Will Be Busy,Running back Clinton Portis should get the ball often against the Giants as the Redskins plan to rotate Ladell Betts in less often.
1,Nepal relaxes unrest curfew,Nepal has eased a curfew imposed on the capital to contain widespread rioting sparked by the slaying of 12 Nepalese captives in Iraq.
2,Bucs #39; McFarland tears triceps muscle,SPORTS NETWORK - Tampa Bay Buccaneers defensive tackle Anthony McFarland is likely sidelined the rest of this season because of a torn triceps muscle.
1,Minors held in Spanish porn swoop,"Spanish police arrest 90 people, including 21 minors, in one of its largest ever operations on child pornography."
1,Arab reform dreams run aground,"Across most of Amman you could hear the guns blasting out their ceremonial salute, as King Abdullah arrived for the state opening of the Jordanian parliament just a few days ago."
1,"Big Blast, Mushroom Cloud Reported in N.Korea (Reuters)","Reuters - A huge explosion rocked North Korea near\the border with China three days ago, producing a mushroom\cloud that sparked speculation that Pyongyang might have tested\an atomic weapon, Yonhap news agency reported on Sunday."
3,Merger unites retail giants,"Two retail giants announced a merger on Wednesday that could mean job loss in Terre Haute and nationally. Kmart Holding Corp. and Sears, Roebuck and Co."
4,Fanning your way through.,"Nobody ever made an illusion towards the fact that Sean Fanning, founder of the popular music sharing program back in the ol days Napster, would make it back in the software world."
3,Forsee: Sprint CEO Eyed As Likely Leader If Nextel Deal Inked,Haute monde meets mass market. Friday saw Sprint (nyse: FON - news - people ) shares open higher and Nextel Communications (nasdaq: NXTL - news - people ) slide as the market digested news of a possible merger between the telecommunications firms.
4,Software As a Service Is Poised for Rebound (Ziff Davis),"Ziff Davis - The services we once expected from ASPs are back, but now we refer to them as business process outsourcing."
1,Britain Could Send More Troops to Iraq-Minister (Reuters),"Reuters - Britain is prepared to\send more troops to Iraq if necessary to safeguard elections\planned for next year, Defense Secretary Geoff Hoon said on\Friday."
4,Part of the ECT News Network,"The Gnome Foundation today released a new version of its popular Linux desktop. The new release, Gnome version 2.8, boosts speed and usability and offers several new features, the foundation said in a statement."
1,U.N. Says Bugging Device Found at Its Geneva HQ (Reuters),Reuters - The United Nations said on Thursday a\secret listening device had been found in a posh meeting room\of its European headquarters in Geneva.
1,French Troops on Streets After Ivory Coast Unrest, ABIDJAN (Reuters) - France deployed troops in Ivory Coast's  main city on Sunday to protect its citizens from mob violence  which erupted after French forces destroyed most of the West  African nation's small air force.
1,Bird Flu Found Outside Malaysia Quarantine Zone,Malaysia says it has found a new outbreak of bird flu outside a 10-kilometer quarantine zone imposed around the first village hit in the latest wave of the virus.
3,US new home sales race to third-highest on record,"New home sales in the United States rose by 3.5 percent in September to a seasonally adjusted annual rate of 1.21 million units, registering the third highest level on record, the Commerce Department reported Wednesday."
3,Veritas Shares Jump on Report of Talks With Symantec (Update5),"Veritas Software Corp. shares rose as much as 13 percent after the New York Times said Symantec Corp. is in talks to buy the company for more than \$13 billion, in what would be the second-biggest deal ever in the software industry."
2,Cup doesn #39;t runneth over for the US,"BLOOMFIELD TOWNSHIP, Mich. -- The dateline fools you as much as the event may fool you. These are the suburbs of Detroit, where the grit turns into greenery, where the big shots who manage the car factories "
3,Global Markets: Oil Dips After OPEC Hike," LONDON (Reuters) - Oil supply fears eased slightly on  Wednesday as OPEC hiked production quotas by 1 million barrels  a day, balancing risks from Hurricane Ivan that has temporarily  closed 60 percent of Gulf of Mexico crude output."
2,Reports: Notre Dame Negotiates With Weis (AP),"AP - Notre Dame is negotiating with New England Patriots offensive coordinator Charlie Weis to become its new head coach, the Chicago Tribune and two other newspapers reported Saturday."
